,corp_code,corp_name,stock_code
205,00167208,흥아해운,003280
206,00545716,롯데렌탈,089860
207,00767460,PI첨단소재,178920
208,00152729,광전자,017900
209,00360595,현대글로비스,086280
210,00403632,현대퓨처넷,126560
211,00161860,한성기업,003680
212,00428251,현대백화점,069960
213,00135962,신라교역,004970
214,00447609,비에이치,090460
215,00106119,금양,001570
216,00108940,대성홀딩스,016710
217,00140964,영원무역홀딩스,009970
218,01199550,HD현대에너지솔루션,322000
219,01721809,현대그린푸드,453340
220,00106669,세아베스틸지주,001430
221,01430475,코람코라이프인프라리츠,357120
222,01323032,케이카,381970
223,00173078,명신산업,009900
224,00573579,평화산업,090080
225,00861076,케이탑리츠,145270
226,00776820,영원무역,111770
227,01475609,디앤디플랫폼리츠,377190
228,00140779,영보화학,014440
229,00134565,이스타코,015020
230,00136624,신영와코루,005800
231,00248974,하나제약,293480
232,01442966,마스턴프리미어리츠,357430
233,00442835,메타랩스,090370
234,00161116,HL D&I,014790
235,00114765,케이비아이동국실업,001620
236,01190568,에이피알,278470
237,00153339,태경산업,015890
238,00117027,알루코,001780
239,01817081,SK이터닉스,475150
240,01765265,동국제강,460860
241,00150828,진흥기업,002780
242,00164779,SK하이닉스,000660
243,00171636,한솔홀딩스,004150
244,00181712,SK,034730
245,00632304,JW홀딩스,096760
246,00414850,효성 ITX,094280
247,01276594,신한알파리츠,293940
248,00148984,시알홀딩스,000480
249,00652423,인바이오젠,101140
250,00127167,삼영무역,002810
251,00101664,경보제약,214390
252,00983040,한진칼,180640
253,01510489,프레스티지바이오파마,950210
254,00209780,케이씨,029460
255,00111689,아진전자부품,009320
256,00797364,KC코트렐,119650
257,00129235,삼화왕관,004450
258,01204056,하이브,352820
259,00113562,롯데손해보험,000400
260,00226316,호전실업,111110
261,00160375,진양폴리우레탄,010640
262,00164788,현대모비스,012330
263,00119672,두올,016740
264,00124504,포스코인터내셔널,047050
265,00128032,삼일제약,000520
266,00145163,파미셀,005690
267,00441243,형지엘리트,093240
268,00225706,JW생명과학,234080
269,00557508,GKL,114090
270,00129013,CJ씨푸드,011150
271,00135795,신도리코,029530
272,00161125,한온시스템,018880
273,00138792,아시아나항공,020560
274,00651901,에어부산,298690
275,00121039,명문제약,017180
276,00159193,한국전력공사,015760
277,00105271,케이씨씨,002380
278,00124197,세아제강지주,003030
279,00367844,자이에스앤디,317400
280,01205851,HD현대일렉트릭,267260
281,01236897,제일약품,271980
282,00260408,팜스코,036580
283,00362238,휴비스,079980
284,00102432,계룡건설산업,013580
285,00125150,SGC에너지,005090
286,00670340,씨에스윈드,112610
287,00372873,KTis,058860
288,00877059,삼성바이오로직스,207940
289,01319899,SK바이오사이언스,302440
290,00102618,계양전기,012200
291,00753643,주성코퍼레이션,109070
292,00105855,엘에스일렉트릭,010120
293,00120571,롯데칠성음료,005300
294,00231363,LG유플러스,032640
295,00303873,CJ CGV,079160
296,00161383,한미반도체,042700
297,00104388,국도화학,007690
298,00111999,대원제약,003220
299,01770203,조선내화,462520
300,00481454,금호타이어,073240
301,00113410,CJ대한통운,000120
302,00131850,SK증권,001510
303,00124540,대우건설,047040
304,00412597,현대홈쇼핑,057050
305,01316245,효성중공업,298040
306,00111810,대웅,003090
307,00159209,한전기술,052690
308,00155124,평화홀딩스,010770
309,00258801,카카오,035720
310,00357360,한세엠케이,069640
311,00390055,종근당바이오,063160
312,00427483,대웅제약,069620
313,00155319,POSCO홀딩스,005490
314,00157681,롯데정밀화학,004000
315,00939687,동일고무벨트,163560
316,00540641,동양고속,084670
317,00684802,에이플러스에셋,244920
318,00872984,이마트,139480
319,00113191,코리안리,003690
320,00126487,F&F 홀딩스,007700
321,00219486,신세계I&C,035510
322,01568413,F&F,383220
323,01880801,KB발해인프라,415640
324,01765256,동국씨엠,460850
325,01519790,엠앤씨솔루션,484870
326,00132725,SB성보,003080
327,00132211,SUN&L,002820
328,00152385,에이프로젠,007460
329,00119007,무림P&P,009580
330,00136086,무림페이퍼,009200
331,01784394,STX그린로지스,465770
332,00108038,엔피씨,004250
333,00117212,두산,000150
334,00109754,대림바스,005750
335,00878915,iM금융지주,139130
336,00256955,테이팩스,055490
337,00128412,삼진제약,005500
338,00164973,현대해상,001450
339,00193328,수산인더스트리,126720
340,00688996,KB금융,105560
341,00151128,모토닉,009680
342,00155355,풀무원,017810
343,00150439,진양산업,003780
344,00112998,서울보증보험,031210
345,00661847,화인베스틸,133820
346,01105153,두산로보틱스,454910
347,00526599,덴티움,145720
348,00486705,아주스틸,139990
349,00173698,신일전자,002700
350,00114792,동국홀딩스,001230
351,00126186,삼성에스디에스,018260
352,00107987,남해화학,025860
353,01688896,삼성FN리츠,448730
354,00112332,미래에셋생명,085620
355,00149354,종근당홀딩스,001630
356,00152862,코오롱,002020
357,00129509,한익스프레스,014130
358,00121534,MH에탄올,023150
359,00126292,삼성카드,029780
360,00137252,사조동아원,008040
361,00140177,GS리테일,007070
362,00150633,지누스,013890
363,00140168,HS애드,035000
364,01093007,LS에코에너지,229640
365,00155258,포스코스틸리온,058430
366,00155276,포스코퓨처엠,003670
367,00204208,마니커,027740
368,00377610,세아홀딩스,058650
369,01032413,해성디에스,195870
370,01316254,HS효성첨단소재,298050
371,01436628,이지스레지던스리츠,350520
372,00113234,대한제당,001790
373,00121941,대상,001680
374,00142661,우성,006980
375,00156691,한국공항,005430
376,00158149,한국쉘석유,002960
377,00127158,씨아이테크,004920
378,01714997,신한글로벌액티브리츠,481850
379,00149345,조흥,002600
380,00428321,해태제과식품,101530
381,00108913,대교,019680
382,00116824,동아쏘시오홀딩스,000640
383,00956930,동아에스티,170900
384,00855093,선진,136490
385,01167056,샘표식품,248170
386,01205329,크라운제과,264900
387,01238169,오리온,271560
388,00101488,경동나비엔,009450
389,00107066,남광토건,001260
390,00118026,동원산업,006040
391,00125521,에스엘,005850
392,00131832,SK디스커버리,006120
393,00145190,유화증권,003460
394,00156488,휴스틸,005010
395,00163761,한창제지,009460
396,00164645,HMM,011200
397,00106614,기신정기,092440
398,00557933,진도,088790
399,00122551,백산,035150
400,00140946,한솔로지스틱스,009180
401,00534598,한컴라이프케어,372910
402,00123718,부광약품,003000
403,00126414,삼성제약,001360
404,00129679,녹십자,006280
405,00141149,영진약품,003520
406,00144818,유유제약,000220
407,00158963,유나이티드,033270
408,00161046,한독,002390
409,00167192,넥센,005720
410,00854997,에스디바이오센서,137310
411,00157399,한솔테크닉스,004710
412,00164706,현대약품,004310
413,00166573,환인제약,016580
414,00937324,한국타이어앤테크놀로지,161390
415,01108099,현대코퍼레이션홀딩스,227840
416,00992871,종근당,185750
417,00148832,제주은행,006220
418,00219574,코스맥스비티아이,044820
419,00589127,KEC,092220
420,01009789,코스맥스,192820
421,01412725,두산퓨얼셀,336260
422,01722437,한화갤러리아,452260
423,00936787,애경케미칼,161000
424,00122481,태경비케이,014580
425,00162072,한신기계공업,011700
426,00141307,영풍,000670
427,00157991,한국석유공업,004090
428,00203315,콘텐트리중앙,036420
429,00126779,삼아알미늄,006110
430,00138516,아남전자,008700
431,00191472,KPX케미칼,025000
432,00104856,삼성증권,016360
433,00105961,LG이노텍,011070
434,00126256,삼성생명,032830
435,00126478,삼성중공업,010140
436,00136378,신세계,004170
437,00137997,현대차증권,001500
438,00166519,화천기공,000850
439,01436558,신한서부티엔디리츠,404990
440,00103006,고려제강,002240
441,00113614,대현,016090
442,00525934,LX세미콘,108320
443,00146861,자화전자,033240
444,00361488,텔코웨어,078000
445,00852087,시디즈,134790
446,01210677,씨케이솔루션,480370
447,00117188,효성,004800
448,00117601,유안타증권,003470
449,00131939,선도전기,007610
450,00159573,한국주철관공업,000970
451,00129642,상신브레이크,041650
452,00137368,신풍,002870
453,00125743,현대비앤지스틸,004560
454,00130684,서울도시가스,017390
455,00155212,포스코DX,022100
456,01882845,GS피앤엘,499790
457,01263022,BGF리테일,282330
458,00219097,BGF,027410
459,00161426,한미사이언스,008930
460,01760738,OCI,456040
461,00126089,DH오토넥스,000300
462,00148461,제일연마,001560
463,00119195,동화약품,000020
464,00106623,현대위아,011210
465,00172228,엔케이,085310
466,00125974,삼부토건,001470
467,00103662,광명전기,017040
468,00121969,에쓰씨엔지니어링,023960
469,00113535,대한해운,005880
470,00128980,삼호개발,010960
471,00159616,두산에너빌리티,034020
472,00164742,현대자동차,005380
473,00121543,무학,033920
474,01310269,IPARK현대산업개발,294870
475,00356370,LG생활건강,051900
476,01885222,대신밸류리츠,0030R0
477,01867758,한화비전,489790
478,00422895,세이브존I&C,067830
479,00100939,강남제비스코,000860
480,00135777,신대양제지,016590
481,00136721,신영증권,001720
482,00146296,일신석재,007110
483,00114154,디와이덕양,024900
484,01965324,삼성에피스홀딩스,0126Z0
485,00197759,미래산업,025560
486,00146232,일성건설,013360
487,00153524,태림포장,011280
488,00362441,현대오토에버,307950
489,00111704,한화오션,042660
490,00169048,HLB글로벌,003580
491,00296290,키움증권,039490
492,00791209,메타케어,118000
493,00113544,대한화섬,003830
494,00163673,한진중공업홀딩스,003480
495,00123772,부국증권,001270
496,00163716,한창,005110
497,01244601,카카오페이,377300
498,01412822,솔루스첨단소재,336370
499,00127200,삼영전자공업,005680
500,00124799,사조산업,007160
501,00361008,한화엔진,082740
502,01133217,카카오뱅크,323410
503,01325979,세아제강,306200
504,00110893,대신증권,003540
505,00115676,KG스틸,016380
506,00120030,GS건설,006360
507,00128555,삼천리,004690
508,00134510,SJG세종,033530
509,00166315,화신,010690
510,00191588,삼원강재,023000
511,00222532,LG헬로비전,037560
512,00300548,현대리바트,079430
513,00406046,HD현대마린엔진,071970
514,00366438,산일전기,062040
515,00113492,깨끗한나라,004540
516,00631518,SK이노베이션,096770
517,00635134,CJ제일제당,097950
518,00759513,LX하우시스,108670
519,01194689,HD현대마린솔루션,443060
520,01208885,경동도시가스,267290
521,01267170,SK케미칼,285130
522,01480780,NH올원리츠,400760
523,00127042,SYTS,002170
524,00454946,그린케미칼,083420
525,00123143,보령,003850
526,00144252,유니온,000910
527,00160843,DB하이텍,000990
528,00687711,한국철강,104700
529,00911955,잇츠한불,226320
530,00160302,코스모화학,005420
531,00117726,DYP,092780
532,01762569,이수스페셜티케미컬,457190
533,00122472,PKC,001340
534,00154329,TP,007980
535,00164478,현대건설,000720
536,00401731,LG전자,066570
537,01060744,한솔제지,213500
538,01060814,삼양패키징,272550
539,01311408,에코프로머티,450080
540,01316227,효성티앤씨,298020
541,00134176,세우글로벌,013000
542,00113225,대한제강,084010
543,00339391,한화시스템,272210
544,00838500,엘브이엠씨,900140
545,00163345,DB,012030
546,00148276,제일기획,030000
547,00365989,모나용평,070960
548,00105101,INVENI,015360
549,00309503,한국항공우주,047810
550,00162461,한화솔루션,009830
551,01649204,달바글로벌,483650
552,00520887,비상교육,100220
553,00111421,휴니드테크놀러지스,005870
554,00158501,에스원,012750
555,00159786,유니드,014830
556,00508274,일진다이아,081000
557,00544452,이리츠코크렙,088260
558,00683469,일진전기,103590
559,00972503,일진하이솔루스,271940
560,01234297,미원에스씨,268280
561,00413046,셀트리온,068270
562,00144720,와이투솔루션,011690
563,00203290,콜마홀딩스,024720
564,00161709,퍼시스,016800
565,00165583,E1,017940
566,00210856,코아스,071950
567,00225159,SNT홀딩스,036530
568,00404701,한국자산신탁,123890
569,00633835,HJ중공업,097230
570,00706715,미원홀딩스,107590
571,00141626,오리엔트바이오,002630
572,00158307,롯데하이마트,071840
573,00113207,대한전선,001440
574,01316236,효성화학,298000
575,00146454,일양약품,007570
576,00360142,아이마켓코리아,122900
577,00130772,SBS,034120
578,01026157,쏘카,403550
579,00117230,TYM,002900
580,00153393,태광산업,003240
581,00156150,엑시큐어하이트론,019490
582,00173795,신흥,004080
583,00349097,케이티스카이라이프,053210
584,00109806,삼일씨엔에스,004440
585,00145686,이화산업,000760
586,00400857,에이블씨엔씨,078520
587,00127802,삼익THK,004380
588,00149947,JW중외제약,001060
589,01562589,LX홀딩스,383800
590,00107224,남선알미늄,008350
591,00117629,KBI동양철관,008970
592,00174527,HS화성,002460
593,00860730,에이리츠,140910
594,00162063,한신공영,004960
595,00115694,DB증권,016610
596,00138242,KG모빌리티,003620
597,00244455,케이티앤지,033780
598,00146214,일성아이에스,003120
599,00255619,강원랜드,035250
600,01203312,케이뱅크,279570
601,00107598,남양유업,003920
602,00105873,LG디스플레이,034220
603,00117267,동양생명,082640
604,01702017,유니드비티플러스,446070
605,00141404,블루산업개발,006740
606,00124027,부산산업,011390
607,00126362,삼성SDI,006400
608,00787376,대성에너지,117580
609,00815369,에스제이엠,123700
610,00126308,삼성E&A,028050
611,00160861,한농화성,011500
612,00141529,오뚜기,007310
613,00151368,인터지스,129260
614,00503668,LIG디펜스앤에어로스페이스,079550
615,00151298,DSR제강,069730
616,00178754,동아지질,028100
617,00173102,모나리자,012690
618,01386916,SK아이이테크놀로지,361610
619,00109514,티웨이홀딩스,004870
620,00129387,삼화페인트공업,000390
621,00149804,디와이에이,002880
622,00124726,빙그레,005180
623,00101433,경농,002100
624,00131780,SK네트웍스,001740
625,00302926,현대로템,064350
626,00195229,미스토홀딩스,081660
627,00194947,한전산업,130660
628,00117498,스틱인베스트먼트,026890
629,00426086,티케이지휴켐스,069260
630,00540605,이월드,084680
631,00679314,동성케미컬,102260
632,00120562,롯데지주,004990
633,00398701,엘앤에프,066970
634,00103176,흥국화재,000540
635,00109824,대림통상,006570
636,00113243,대한제분,001130
637,00115287,동방,004140
638,00118266,DRB동일,004840
639,00120076,LX인터내셔널,001120
640,00130879,서울식품공업,004410
641,00159795,한국카본,017960
642,00382199,신한지주,055550
643,00115612,동부건설,005960
644,00145260,율촌화학,008730
645,00108241,농심,004370
646,00120526,롯데쇼핑,023530
647,00144395,동서,026960
648,00149655,삼성물산,028260
649,00165413,롯데케미칼,011170
650,00101044,에이프로젠바이오로직스,003060
651,00163512,한진,002320
652,00372129,전진건설로봇,079900
653,01497869,티와이홀딩스,363280
654,00172185,남성,004270
655,00260392,대원전선,006340
656,00168331,온타이드,005320
657,00190321,케이티,030200
658,00198697,일진디스플,020760
659,00220613,넥스틸,092790
660,00356361,LG화학,051910
661,00102751,고려산업,002140
662,00123541,보해양조,000890
663,00162416,한양증권,001750
664,00103130,플레이그램,009810
665,00163691,유수홀딩스,000700
666,00150244,하이트진로,000080
667,00269241,주연테크,044380
668,00415628,세진중공업,075580
669,00480367,SK오션플랜트,100090
670,00653024,진에어,272450
671,00795135,코오롱인더,120110
672,00816544,토니모리,214420
673,00828497,한미약품,128940
674,01205709,HD현대,267250
675,01390344,HD현대중공업,329180
676,00140955,한솔케미칼,014680
677,00118044,동원수산,030720
678,00106881,인디에프,014990
679,00177199,디씨엠,024090
680,00117179,디와이,013570
681,00126380,삼성전자,005930
682,01261893,케이씨텍,281820
683,00172291,더존비즈온,012510
684,00172936,동일산업,004890
685,00173874,넥센타이어,002350
686,00179489,명인제약,317450
687,00233653,한국토지신탁,034830
688,00274933,신세계푸드,031440
689,00299002,HL홀딩스,060980
690,00350312,HDC랩스,039570
691,00186559,아이티센씨티에스,031820
692,00147860,에스엠벡셀,010580
693,00357935,HDC현대EP,089470
694,00365387,AJ네트웍스,095570
695,00369833,유니온머티리얼,047400
696,00450010,씨티알모빌리티,308170
697,00458234,아시아나IDT,267850
698,00459871,농심홀딩스,072710
699,00896285,삼양사,145990
700,01042775,HL만도,204320
701,01205842,HD건설기계,267270
702,01428203,케이씨씨글라스,344820
703,00113058,한화생명,088350
704,00148540,CJ,001040
705,00127857,삼익악기,002450
706,00107613,이수페타시스,007660
707,00126566,한화에어로스페이스,012450
708,00565154,이노션,214320
709,00171265,파라다이스,034230
710,00155531,풍산홀딩스,005810
711,00103510,인지컨트롤스,023800
712,00104786,미래아이앤지,007120
713,00159698,지역난방공사,071320
714,00372882,KTcs,058850
715,00453284,교촌에프앤비,339770
716,00120182,NH투자증권,005940
717,00134723,페이퍼코리아,001020
718,00583442,노루페인트,090350
719,01258507,롯데웰푸드,280360
720,00119140,핸즈코퍼레이션,143210
721,00121288,모나미,005360
722,00124090,한국특강,007280
723,00125080,AK홀딩스,006840
724,00131197,서원,021050
725,00135050,팜젠사이언스,004720
726,00135111,수산세보틱스,017550
727,00141477,영흥,012160
728,00152880,코오롱글로벌,003070
729,00164830,HD한국조선해양,009540
730,00113508,노루홀딩스,000320
731,00148610,한화투자증권,003530
732,00102858,고려아연,010130
733,00104999,윌비스,008600
734,00428729,대호에이엘,069460
735,01596425,SK스퀘어,402340
736,01159233,솔루엠,248070
737,00122825,인스코비,006490
738,00469799,이엔플러스,074610
739,00166227,화승인더스트리,006060
740,00728638,한세실업,105630
741,00104698,LS네트웍스,000680
742,00112059,상상인증권,001290
743,00112651,대창,012800
744,00115977,아이에스동서,010780
745,00117300,TCC스틸,002710
746,00118345,디아이동일,001530
747,00156859,다올투자증권,030210
748,00113526,대한항공,003490
749,00125530,SPC삼립,005610
750,00129420,까뮤이앤씨,013700
751,00132637,동원시스템즈,014820
752,00133706,한국제지,027970
753,00138190,GS글로벌,001250
754,00139454,애경산업,018250
755,00139889,SKC,011790
756,00141875,사조오양,006090
757,00145446,이건산업,008250
758,00146083,일동홀딩스,000230
759,00133858,세방전지,004490
760,00137359,신풍제약,019170
761,00149646,기업은행,024110
762,00154462,아모레퍼시픽홀딩스,002790
763,00148896,OCI홀딩스,010060
764,00153621,참엔지니어링,009310
765,00153861,태영건설,009410
766,00159023,SK텔레콤,017670
767,00162586,한올바이오파마,009420
768,00163114,서연,007860
769,00164636,HDC,012630
770,00234412,신세계인터내셔날,031430
771,00118521,진원생명과학,011000
772,00109189,대덕,008060
773,00126937,삼양홀딩스,000070
774,00151395,천일고속,000650
775,01319808,한일시멘트,300720
776,01391033,NH프라임리츠,338100
777,01168383,일동제약,249420
778,00143651,웅진,016880
779,00112022,대원화성,024890
780,00105280,현대지에프홀딩스,005440
781,00415646,드림텍,192650
782,00145862,인천도시가스,034590
783,00148993,하이트진로홀딩스,000140
784,00122056,미창석유공업,003650
785,00104722,국제약품,002720
786,00112378,KR모터스,000040
787,00117337,동양,001520
788,00118451,동일제강,002690
789,00146542,일정실업,008500
790,00159740,KISCO홀딩스,001940
791,00160047,한국앤컴퍼니,000240
792,00203582,한솔홈데코,025750
793,00305668,새론오토모티브,075180
794,00137207,유니켐,011330
795,00122737,팬오션,028670
796,01854763,HS효성,487570
797,00126955,삼양식품,003230
798,01035289,스타에스엠리츠,204210
799,00145437,아센디오,012170
800,00134477,SNT다이내믹스,003570
801,00116268,동성제약,002210
802,00261443,NC,036570
803,00671376,트리니티항공,091810
804,00108746,DKME,015590
805,01262032,롯데이노베이트,286940
806,00628189,웅진씽크빅,095720
807,00132868,우성머티리얼스,011300
808,00182696,대한조선,439260
809,00159810,카프로,006380
810,01965333,삼양바이오팜,0120G0
811,00115384,동방아그로,007590
812,00968607,더본코리아,475560
813,01010110,더블유게임즈,192080
814,01515323,LG에너지솔루션,373220
815,00983271,NHN,181710
816,00159218,한전KPS,051600
817,01524093,DL이앤씨,375500
818,00347734,진양화학,051630
819,00109286,대동,000490
820,01384787,시프트업,462870
821,00111111,대양금속,009190
822,00453488,다이나믹디자인,145210
823,00160588,한화,000880
824,00106395,금호전기,001210
825,00120872,만호제강,001080
826,00139834,LG씨엔에스,064400
827,00547583,하나금융지주,086790
828,00140131,키다리스튜디오,020120
829,00158325,NICE평가정보,030190
830,00159500,한국종합기술,023350
831,00145880,현대제철,004020
832,00904672,넷마블,251270
833,00111847,대원강업,000430
834,00103592,광동제약,009290
835,00136776,차AI헬스케어,025620
836,00949161,티엠씨,217590
837,00600013,맵스리얼티,094800
838,00109693,DL,000210
